"REF_DATE","GEO","DGUID","Type of structure","Type of work","Variables","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-04","Prince Edward Island","2016A000211","Total industrial","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785219","3.36.1.1.3","356",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Total industrial","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121344522","3.36.1.5.1","8",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Total industrial","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121344522","3.36.1.5.1","2",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Total industrial","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271838708","3.36.1.5.3",,"..",,,"0"
"2020-04","Prince Edward Island","2016A000211","Total industrial","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271838708","3.36.1.5.3",,"..",,,"0"
"2020-03","Prince Edward Island","2016A000211","Total major industrial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121344754","3.37.1.1.1","550",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Total major industrial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121344754","3.37.1.1.1","0",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Total major industrial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785233","3.37.1.1.3",,"..",,,"0"
"2020-04","Prince Edward Island","2016A000211","Total major industrial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785233","3.37.1.1.3",,"..",,,"0"
"2020-03","Prince Edward Island","2016A000211","Total major industrial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121344762","3.37.1.5.1","2",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Total major industrial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121344762","3.37.1.5.1","0",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Total major industrial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271838722","3.37.1.5.3",,"..",,,"0"
"2020-04","Prince Edward Island","2016A000211","Total major industrial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271838722","3.37.1.5.3",,"..",,,"0"
"2020-03","Prince Edward Island","2016A000211","Total minor industrial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121344994","3.38.1.1.1","95",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Total minor industrial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121344994","3.38.1.1.1","413",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Total minor industrial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785247","3.38.1.1.3",,"..",,,"0"
"2020-04","Prince Edward Island","2016A000211","Total minor industrial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785247","3.38.1.1.3",,"..",,,"0"
"2020-03","Prince Edward Island","2016A000211","Total minor industrial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121345002","3.38.1.5.1","6",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Total minor industrial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121345002","3.38.1.5.1","2",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Total minor industrial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271838736","3.38.1.5.3",,"..",,,"0"
"2020-04","Prince Edward Island","2016A000211","Total minor industrial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271838736","3.38.1.5.3",,"..",,,"0"
"2020-03","Prince Edward Island","2016A000211","Factories, plants","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121345234","3.39.1.1.1","550",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Factories, plants","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121345234","3.39.1.1.1","0",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Factories, plants","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785252","3.39.1.1.3",,"..",,,"0"
"2020-04","Prince Edward Island","2016A000211","Factories, plants","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785252","3.39.1.1.3",,"..",,,"0"
"2020-03","Prince Edward Island","2016A000211","Factories, plants","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121345242","3.39.1.5.1","2",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Factories, plants","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121345242","3.39.1.5.1","0",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Factories, plants","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271838741","3.39.1.5.3",,"..",,,"0"
"2020-04","Prince Edward Island","2016A000211","Factories, plants","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271838741","3.39.1.5.3",,"..",,,"0"
"2020-03","Prince Edward Island","2016A000211","Transportation, utilities","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121345954","3.42.1.1.1","0",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Transportation, utilities","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121345954","3.42.1.1.1","0",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Transportation, utilities","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785294","3.42.1.1.3",,"..",,,"0"
"2020-04","Prince Edward Island","2016A000211","Transportation, utilities","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785294","3.42.1.1.3",,"..",,,"0"
"2020-03","Prince Edward Island","2016A000211","Transportation, utilities","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121345962","3.42.1.5.1","0",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Transportation, utilities","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121345962","3.42.1.5.1","0",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Transportation, utilities","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271838783","3.42.1.5.3",,"..",,,"0"
"2020-04","Prince Edward Island","2016A000211","Transportation, utilities","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271838783","3.42.1.5.3",,"..",,,"0"
"2020-03","Prince Edward Island","2016A000211","Mining and agriculture","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121346914","3.46.1.1.1","0",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Mining and agriculture","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121346914","3.46.1.1.1","0",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Mining and agriculture","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785350","3.46.1.1.3",,"..",,,"0"
"2020-04","Prince Edward Island","2016A000211","Mining and agriculture","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785350","3.46.1.1.3",,"..",,,"0"
"2020-03","Prince Edward Island","2016A000211","Mining and agriculture","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121346922","3.46.1.5.1","0",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Mining and agriculture","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121346922","3.46.1.5.1","0",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Mining and agriculture","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271854665","3.46.1.5.3",,"..",,,"0"
"2020-04","Prince Edward Island","2016A000211","Mining and agriculture","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271854665","3.46.1.5.3",,"..",,,"0"
"2020-03","Prince Edward Island","2016A000211","Total commercial","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121347634","3.49.1.1.1","2947",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Total commercial","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121347634","3.49.1.1.1","300",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Total commercial","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785392","3.49.1.1.3","2562",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Total commercial","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785392","3.49.1.1.3","259",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Total commercial","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121347642","3.49.1.5.1","10",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Total commercial","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121347642","3.49.1.5.1","2",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Total commercial","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271854707","3.49.1.5.3",,"..",,,"0"
"2020-04","Prince Edward Island","2016A000211","Total commercial","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271854707","3.49.1.5.3",,"..",,,"0"
"2020-03","Prince Edward Island","2016A000211","Total major commercial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121347874","3.50.1.1.1","2550",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Total major commercial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121347874","3.50.1.1.1","290",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Total major commercial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785406","3.50.1.1.3",,"..",,,"0"
"2020-04","Prince Edward Island","2016A000211","Total major commercial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271785406","3.50.1.1.3",,"..",,,"0"
"2020-03","Prince Edward Island","2016A000211","Total major commercial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121347882","3.50.1.5.1","3",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Total major commercial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121347882","3.50.1.5.1","1",,,,"0"
"2020-03","Prince Edward Island","2016A000211","Total major commercial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271854721","3.50.1.5.3",,"..",,,"0"
"2020-04","Prince Edward Island","2016A000211","Total major commercial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271854721","3.50.1.5.3",,"..",,,"0"
"2020-03","Prince Edward Island","2016A000211","Total minor commercial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121348114","3.51.1.1.1","397",,,,"0"
"2020-04","Prince Edward Island","2016A000211","Total minor commercial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121348114","3.51.1.1.1","10",,,,"0"
